serial_no,height,fold,temp_2023,temp_2022,temp_2021,temp_avg,Pop_500,Green_400,Ag_500,Trans_5000,Resi_100,Comm_400,Ind_1100,Cul_2500,Pub_4700,GFA_5000,BCR,SD_H,Altitude,Slope,Longitude,Latitude,Solar_radi
V02Q1940174,2.9,1.0,27.7088635362,27.2654915917,27.6336375237,27.5359975505,20835,8025,0,6503925,10200,121750,19725,101000,1225450,108226000.0,1.27419996262,0.0,8.01488018036,0.395552009344,126.8870815,37.52416526,499.108001709
V02Q1940110,3.4,9.0,26.3492685786,26.0392746066,27.1633873457,26.517310177,11970,111850,0,5998325,18375,39900,0,44675,1293400,100861000.0,16.0041007996,9.64365005493,13.370300293,0.106181003153,126.9329653,37.51829065,499.87600708
V02Q1940199,3.2,1.0,27.5293452381,26.8678052657,27.5169276094,27.3046927044,14348,32050,0,6666350,2525,241025,3925,55350,1286125,108748000.0,52.5344009399,6.50616979599,10.0717000961,0.432397991419,126.9104414,37.52030939,499.391998291
V02Q1940184,3.1,17.0,27.5307671958,26.8488796697,27.7411020384,27.373582968,18064,54900,0,6551900,18500,82175,3925,79825,1265400,110425000.0,8.76360034943,1.0,15.9583997726,1.63374996185,126.909457,37.51419781,496.234008789
V02Q1940074,3.7,18.0,27.1623299713,26.3909048051,27.6920622626,27.0817656797,19135,0,0,6437800,20325,112525,19525,123750,1204325,110066000.0,34.131401062,14.8709001541,9.65651988983,0.119361996651,126.8969952,37.52031382,498.99798584
V02Q1940221,3.1,3.0,27.701140873,27.1978543139,27.8872904256,27.5954285375,11081,2525,0,6612050,0,272825,3925,85200,1222750,109723000.0,40.1568984985,12.2096996307,10.3893995285,0.417998999357,126.9077054,37.51891213,498.591003418
V02Q1940223,3.4,6.0,27.2425650353,26.6655041949,27.2523385565,27.0534692622,17631,19300,0,6478750,35775,104850,23000,121175,1184625,110702000.0,28.2001991272,24.8596000671,11.3416004181,0.320600986481,126.893018,37.51804607,499.397003174
V02Q1940244,3.7,1.0,27.4221803351,26.7727352688,27.4941282483,27.2296812841,12225,106100,0,6390400,13850,61475,14725,88950,1201975,101826000.0,15.3954000473,31.3097000122,9.15750026703,0.181154996157,126.8933322,37.53272746,499.106994629
V02Q1940217,3.8,6.0,27.5957601812,26.7169034052,27.8904374175,27.401033668,17309,84400,0,6128550,0,50825,0,57700,1305050,104727000.0,26.1166992188,4.21926021576,17.0655002594,1.13341999054,126.9259171,37.51352713,499.441986084
V02Q1940256,3.8,13.0,27.4883223104,26.6590925972,27.2461369032,27.1311839369,6041,193350,0,6472125,16625,37300,10975,104575,1156425,100218000.0,0.491129994392,16.8442993164,14.8191003799,2.0495300293,126.8877377,37.54368812,501.302001953
V02Q1940219,2.7,14.0,28.0232231041,27.0134659091,28.2636881945,27.7667924026,12775,16150,0,6424350,6975,153850,15775,104925,1179600,112668000.0,57.5783996582,2.33265995979,12.2782001495,0.982536971569,126.8957295,37.51165157,498.765991211
V02Q1940251,3.8,5.0,27.5493331129,26.6552395444,27.4938475259,27.2328067277,18905,98275,0,6394475,20175,42975,15975,106925,1155400,107638000.0,28.2893009186,17.7989006042,9.49038028717,0.416133999825,126.8829153,37.52266609,498.92098999
V02Q1940170,3.7,6.0,28.0161684303,27.3288631199,28.2190966287,27.854709393,17842,6650,0,6436825,17800,116475,14900,113700,1194775,109418000.0,38.0998001099,6.98978996277,9.92663002014,0.375458985567,126.8966833,37.52173841,499.449005127
V02Q1940222,4.0,8.0,27.2475341711,26.7623633542,27.6036401407,27.2045125553,11760,50725,0,6610650,0,216350,3925,68775,1306450,109552000.0,28.6728000641,21.0133991241,10.0087995529,0.247223004699,126.9105648,37.51828647,498.662994385
V02Q1940878,5.4,7.0,27.0194160855,26.5788790742,27.1369887443,26.9117613013,8697,225650,0,5947675,0,0,0,35200,1439650,96949600.0,0.0,0.0,10.825799942,1.76710999012,126.9370134,37.52441417,496.816986084
OC3CL200167,3.6,9.0,26.6164384921,25.9441079908,26.8233271281,26.4612912037,21097,11825,0,6566950,0,173725,19725,102350,1225350,108955000.0,34.5531997681,10.7522001266,8.80440044403,0.176802992821,126.8888651,37.52259054,499.058013916
OC3CL200174,3.5,3.0,27.2133212081,26.4521678707,26.8628814935,26.8427901908,18017,2125,0,5958150,18950,45175,8100,68750,1320550,111059000.0,7.41833019257,3.12485003471,13.1233997345,0.292237013578,126.906033,37.48897429,499.049987793
V02Q1940726,3.4,8.0,28.6195649618,26.8362186271,27.6297399206,27.6951745031,26806,19400,0,5982275,13450,19525,0,117550,1478650,87149400.0,33.2631988525,5.15741014481,20.642999649,5.79408979416,126.957917,37.53901229,500.743988037
V02Q1940523,3.3,17.0,28.2215972222,27.0173352111,28.265665253,27.8348658954,13696,28950,0,5918900,33650,7300,0,132525,1027100,99935100.0,23.1805000305,2.71970009804,24.4137992859,7.60594987869,126.9992422,37.52568799,494.309997559
V02Q1940578,3.5,13.0,27.7633818342,26.9979903507,27.9392390788,27.5668704212,11528,138250,0,6041775,27000,6675,0,118825,1049375,100419000.0,26.8059997559,1.72883999348,14.0423002243,2.92996001244,127.0028846,37.52637263,503.871002197
V02Q1940524,3.4,18.0,27.9611574074,27.1912332421,28.0303495964,27.727580082,13605,7000,0,5288150,5825,97550,0,146225,1556600,82394500.0,33.7505989075,4.65191984177,27.0720005035,2.84807991982,126.9681312,37.55435463,501.539001465
V02Q1940577,3.8,9.0,28.0933145944,26.4842984716,27.4240752612,27.333896109,8645,146050,0,5899250,15950,9525,0,126750,1054950,98722100.0,12.7566003799,23.4307003021,28.9004001617,5.44447994232,126.993654,37.52364288,501.29598999
V02Q1940651,3.4,7.0,26.8293198854,26.1185102937,26.9286849262,26.6255050351,13152,156375,0,5836500,9650,10525,0,185100,1463475,85385000.0,42.6057014465,2.84645009041,77.0252990723,12.6440000534,126.9847901,37.54623974,504.083007812
V02Q1940731,3.9,13.0,28.3637088477,26.6411484195,27.4290231913,27.4779601528,3792,162750,0,5804000,8900,11400,0,148875,1067750,93280600.0,16.739200592,0.0,16.2024993896,0.0984907001257,126.9853257,37.51797343,500.242004395
V02Q1940600,3.4,10.0,27.4467912257,26.4839606227,27.4502287836,27.126993544,7987,200750,0,5948325,20050,11475,0,117925,1369475,91472000.0,21.650100708,0.0,15.7418003082,1.20675003529,126.9568426,37.52444602,499.437988281
V02Q1940668,3.7,8.0,27.645515873,26.8052520011,27.3018976086,27.2508884942,9436,116325,0,5817325,27750,10950,0,136875,1068625,92680200.0,14.3491001129,28.7437000275,15.5221996307,0.124096997082,126.9805696,37.51901553,499.678009033
V02Q1940572,3.7,20.0,27.2543540564,26.5182395537,27.2900477532,27.0208804544,17190,66825,0,5980300,42675,7500,0,99175,1149225,91819800.0,13.4504995346,27.1109008789,15.3725996017,0.0698501989245,126.9717905,37.52111797,499.519012451
V02Q1940664,3.8,7.0,27.3118463404,26.6523744234,27.4597841665,27.1413349768,16210,97250,0,5905675,22025,8800,0,100525,1091025,91963500.0,21.0837001801,0.0,14.9061002731,0.141277000308,126.9770152,37.52035316,499.466003418
V02Q1940830,1.0,13.0,26.3731018519,25.9451045482,26.2325925926,26.1835996642,5901,241525,0,5961750,0,7300,0,111700,1232800,90184300.0,0.0,0.0,9.75821018219,2.47996997833,126.9594472,37.52148869,501.410003662
V02Q1940648,4.1,12.0,26.5653185626,26.475131088,27.4101806527,26.8168767678,11090,6675,0,6218700,23125,49575,0,161075,1115275,98819300.0,35.5913009644,2.56419992447,61.2378997803,6.71379995346,126.9959865,37.53229458,505.12600708
V02Q1940686,3.6,6.0,27.851957672,26.9899020938,27.979211668,27.6070238112,9564,63275,0,6163600,49975,18650,0,172650,1244675,91004300.0,32.7571983337,2.65036010742,46.6926994324,11.4024000168,126.9911155,37.54135461,504.460998535
V02Q1940559,3.8,11.0,27.720444224,26.7936908154,27.6723720107,27.39550235,6132,108775,0,6213600,28200,46650,0,127500,1154250,96313400.0,45.6584014893,3.27203011513,41.1254005432,3.9275701046,126.9912199,37.53293663,504.854003906
V02Q1940637,3.3,6.0,26.8092537478,26.0983632648,26.8275616436,26.5783928854,13877,195325,0,6071475,8825,21375,0,123550,1256675,90612600.0,23.1140003204,0.0,12.6232995987,0.798453986645,126.9688458,37.52544703,499.688995361
V02Q1940630,3.9,5.0,27.6620079535,26.9600193017,27.8824060944,27.5014777832,11475,55225,0,6047875,0,80350,0,114575,1380050,89560800.0,22.3675994873,6.40358018875,10.5825004578,0.214726999402,126.9650708,37.52554041,499.018005371
V02Q1940698,3.2,20.0,27.4875496032,26.6525917447,27.4844866399,27.2082093293,10909,13825,0,6303375,37550,47725,0,179750,1135025,100823000.0,35.3105010986,3.83963990211,35.6573982239,7.6869301796,127.0007359,37.53462672,496.545013428
V02Q1940571,3.7,12.0,27.5420477208,26.8502642959,27.2332432768,27.2085184312,11593,111300,0,5594900,31575,27025,0,152250,1477250,84254300.0,44.4255981445,4.24039983749,21.7968006134,2.1646399498,126.9752365,37.54650411,501.660003662
V02Q1940584,3.4,19.0,27.8908256173,27.1728199039,27.8331715661,27.6322723624,18955,22600,0,5298700,39250,9250,0,166725,1547425,81928200.0,40.3736000061,3.7638399601,46.3866996765,4.48083019257,126.9780201,37.54995512,504.739013672
V02Q1940339,3.5,7.0,28.3075231481,26.789085413,27.3638219535,27.4868101716,24491,0,0,1824400,29400,25450,0,25750,618075,42301300.0,36.5337982178,5.47877979279,37.5596008301,4.09046983719,126.9169061,37.62346645,500.213989258
V02Q1940343,3.0,5.0,27.1486052605,26.4913889274,27.7284222208,27.1228054696,26978,3550,0,2358900,17275,73525,0,30750,701700,46812900.0,24.815700531,3.72985005379,27.1674995422,1.60964000225,126.9165915,37.6187081,499.92098999
V02Q1940336,3.9,3.0,25.6661300505,25.4992922009,26.6382904364,25.9345708959,26752,63425,0,2835850,19075,10800,0,39225,783950,51043600.0,27.356300354,4.50162982941,33.2709999084,5.68753004074,126.909853,37.61179964,496.895996094
V02Q1940317,3.3,18.0,26.8630257937,26.3535892117,26.6982871989,26.6383007348,26521,48275,0,2653800,30350,4250,0,45025,1057775,52605600.0,37.9379997253,4.79555988312,32.4487991333,4.97320985794,126.930629,37.60263144,502.308013916
V02Q1940326,3.3,2.0,27.5377623457,26.8167697503,27.6633942254,27.3393087738,27137,7925,0,2528050,36150,33225,0,36200,729425,48938200.0,50.6217002869,4.68091011047,24.5652999878,0.682995975018,126.919837,37.61408672,499.369995117
V02Q1940208,3.4,17.0,26.5270263533,25.9878784718,26.572280135,26.3623949867,20027,13075,0,2198925,25350,18700,0,40700,722350,44180300.0,43.7164001465,8.80453968048,27.9855003357,1.22504997253,126.9313528,37.61059826,500.127990723
V02Q1940333,3.2,12.0,26.9324140212,26.2435393542,26.5954448329,26.5904660694,14375,96725,2550,1507450,29825,3025,0,26375,580925,38456300.0,26.3108997345,3.9761800766,45.3448982239,1.78535997868,126.9277105,37.6260814,502.562011719
V02Q1940332,3.0,8.0,27.1378157645,26.3774344945,27.5492212726,27.0214905105,31464,10600,0,3175975,35450,3925,0,39500,977900,53253000.0,50.0941009521,2.89885997772,20.2549991608,1.34110999107,126.9120209,37.59765044,499.37600708
V02Q1940341,3.7,20.0,27.5981669041,26.833890022,27.6631736705,27.3650768655,35299,4100,0,2856900,43400,18475,0,41650,870725,49412200.0,45.5775985718,5.14937019348,18.7150993347,0.260073006153,126.9147653,37.60413569,499.618011475
V02Q1940377,3.2,20.0,26.2880941358,25.9474342016,26.4072299383,26.2142527586,25367,97200,0,3201825,15600,11000,0,55375,1200900,60864900.0,31.1042995453,11.0134000778,86.8438034058,10.8226995468,126.9245487,37.59483691,485.860992432
V02Q1940373,4.7,17.0,27.5951488095,26.7815877255,27.6127843067,27.3298402806,23691,14225,0,3498325,12300,49775,0,53600,1234825,61817600.0,33.6511001587,3.20712995529,14.585100174,0.806351006031,126.9172919,37.58993857,498.562988281
V02Q1940347,3.5,1.0,26.9360946615,26.3297083858,26.7956270504,26.6871433659,15644,173675,6950,3833825,16400,12575,0,84400,1080700,59735800.0,49.2145996094,3.33431005478,26.3659992218,6.68313980103,126.9052244,37.58442752,501.023010254
V02Q1940358,3.8,14.0,26.1595408951,25.5834290401,25.9612475719,25.9014058357,12630,194300,0,1454250,10400,41025,0,24400,462775,33221100.0,24.4104995728,15.5643997192,30.3208007812,4.06749010086,126.9188614,37.63898356,494.281005859
V02Q1940435,2.7,11.0,27.0539153439,26.4513768253,26.9431692998,26.816153823,5026,50050,0,4090200,0,29150,0,77675,1104800,60017200.0,25.238199234,3.37638998032,16.7124004364,2.10391998291,126.8942569,37.58351322,502.688995361
V02Q1940476,3.4,5.0,26.6130566578,26.3681910913,26.9193757015,26.6335411502,17860,119325,0,3351975,6125,7150,0,29475,968150,53984200.0,9.73073005676,4.92442989349,28.2213001251,7.09792995453,126.9065632,37.59234803,505.414001465
V02Q1940337,3.0,1.0,26.914502866,26.2379625544,26.9571397198,26.7032017134,33227,3250,0,2976850,22425,41200,0,50375,1090450,54586900.0,50.7513999939,8.18492984772,17.4284992218,0.646184027195,126.9203089,37.59890825,498.316986084
V02Q1940139,3.3,13.0,26.3145337302,25.7428308651,26.1712780584,26.0762142179,12374,122025,1525,1403375,25475,0,0,20575,441025,27974100.0,26.3987007141,0.0,30.9041004181,3.33764004707,126.9245654,37.64376606,493.976989746
V02Q1940370,4.0,11.0,26.9089976767,26.2342537015,26.7560477999,26.6330997261,18777,156075,0,1499900,34625,0,0,28150,608200,39175800.0,35.7527999878,4.64589977264,63.4751014709,4.6070098877,126.9321312,37.61961313,500.705993652
V02Q1940475,3.3,9.0,26.8947442681,26.2487479265,26.7875768367,26.6436896771,18639,148000,0,2804050,44325,8925,0,35625,788975,50378100.0,40.6717987061,5.02427005768,38.9809989929,4.4376001358,126.9065555,37.61398913,496.464996338
V02Q1940872,1.0,2.0,26.8513255495,26.1521260684,26.5327439921,26.5120652033,19518,27600,0,2050975,18950,10025,0,37475,710275,42882900.0,49.9785003662,1.06066000462,32.1379013062,4.65990018845,126.9329957,37.61059265,501.509002686
OC3CL200035,3.4,18.0,26.5827872745,25.7920193156,26.2115271842,26.1954445914,29906,0,0,2693775,7675,34425,0,40250,765675,50493700.0,26.1324005127,7.15940999985,21.1135005951,0.342417001724,126.917502,37.6113036,499.57800293
OC3CL200036,2.4,6.0,26.3874810066,25.5557091134,25.8640023634,25.9357308278,26054,12350,0,2690075,23600,16625,0,43825,859100,49346700.0,13.3980998993,6.79394006729,20.8505992889,0.258468985558,126.9235772,37.60514575,499.735992432
OC3CL200209,3.8,3.0,24.2982131834,23.8458148487,24.532047424,24.2253584854,7314,289450,0,1443225,0,27350,0,19500,497300,35845400.0,9.85616970062,0.0,57.4458007812,5.37361001968,126.9152589,37.63440727,494.167999268
OC3CL200204,4.3,9.0,26.6677196106,25.9414458689,26.4101195718,26.3397616838,28516,19800,0,2751775,25225,14400,0,42225,791000,50206800.0,23.2796993256,2.8377199173,29.4804000854,1.34937000275,126.9101602,37.61414691,499.532012939
V02Q1940655,3.7,18.0,27.536698294,26.503400658,27.2602796817,27.1001262112,4973,31150,0,3834800,22150,19050,0,247950,1827075,80619000.0,35.4921989441,2.7579100132,38.4837989807,1.54354000092,126.9851462,37.58005084,502.337005615
V02Q1940539,3.7,12.0,28.2728295855,27.5076549145,28.1454207135,27.9753017379,11117,33425,0,4482225,24175,37300,0,236300,1867825,86568900.0,43.6465988159,5.82645988464,26.0926990509,1.22170996666,127.0045137,37.57692043,500.37701416
V02Q1940737,3.7,4.0,26.0967879189,25.7930318139,26.410497928,26.1001058869,5327,191200,8250,2200475,21625,14700,0,29475,1085975,54210300.0,23.6870002747,4.22440004349,92.0985031128,1.23256003857,126.9674449,37.60542622,490.265014648
V02Q1940721,3.7,4.0,26.5680180776,26.6228609585,27.491251241,26.8940434257,14186,21900,0,3876100,23975,44750,0,213975,1745650,83927500.0,26.2425994873,4.46274995804,34.7196006775,1.64454996586,127.0008483,37.58608068,500.941986084
V02Q1940522,3.7,2.0,26.9902251221,26.1204560794,27.1788773148,26.7631861721,21274,46600,2750,4589875,29600,6050,0,172800,2031450,89190900.0,35.7331008911,1.91796004772,92.6563034058,8.6660900116,127.0123665,37.57707481,505.559997559
V02Q1940499,3.7,5.0,27.1357319224,26.6430790352,27.3301756346,27.036328864,7999,35950,0,4174075,15950,56200,0,227250,1780275,82888900.0,31.6140995026,3.41710996628,37.0786018372,1.33810997009,126.9702723,37.57496003,500.039001465
V02Q1940695,3.3,11.0,27.3421819885,26.7370238943,27.5796235323,27.2196098051,22791,30875,0,4392125,7050,8675,0,178500,1674225,83185700.0,21.8029994965,20.4060993195,48.9276008606,6.54697990417,126.9619818,37.57191655,504.459991455
V02Q1940716,1.0,5.0,28.4975330688,27.7474778694,28.5021953509,28.249068763,14691,169100,0,4299525,26225,6600,0,185075,1665425,83029000.0,20.2605991364,23.6114006042,55.3694000244,11.2320995331,126.9581816,37.57595297,506.225006104
V02Q1940232,1.0,9.0,26.5582368403,26.2693538406,26.7040051384,26.5105319398,2592,195875,0,3532625,5750,11225,0,237600,1723550,75662900.0,38.4743003845,3.37392997742,56.5905990601,4.49247980118,126.9818759,37.58503293,502.174987793
V02Q1940719,2.5,11.0,27.5659924027,26.7840567766,27.2566774583,27.2022422125,3075,59900,0,4247350,22150,148700,0,273800,1851750,85865700.0,47.956199646,5.56631994247,27.9514007568,0.940339028835,126.9902439,37.57446434,501.079986572
V02Q1940841,4.0,15.0,27.6100694444,26.7774404762,27.4796812293,27.2890637166,5727,20700,0,4742575,0,135375,0,251850,1824575,86362000.0,47.0901985168,6.35244989395,21.0035991669,0.509208977222,127.0050414,37.57203734,500.850006104
V02Q1940818,3.5,10.0,27.9735813492,27.3681389906,28.3224966546,27.8880723315,12309,8350,0,4946250,0,184175,0,194475,2263825,91669000.0,30.0272006989,2.64889001846,18.6245994568,0.430893003941,127.0163741,37.57074131,499.602996826
V02Q1940720,3.8,8.0,28.2267857143,27.4817504409,28.5500938336,28.0862099963,16681,27250,2750,4695400,42400,32450,0,216250,2031175,88501000.0,45.5119018555,3.48406004906,26.8521995544,3.40759992599,127.0108889,37.57443226,505.649993896
V02Q1940837,3.1,17.0,26.7906404321,26.7936574922,27.4966409285,27.0269796176,7565,92050,0,3533200,17075,3125,0,222825,1769275,76020700.0,17.3013000488,3.61813998222,44.5121002197,1.32528996468,126.9705631,37.58414084,500.643005371
V02Q1940859,1.0,5.0,27.0120134649,25.6876047178,27.0204106542,26.5733429456,2909,180100,2475,3211875,16950,5325,0,162450,1442975,70617500.0,15.6288995743,2.50974988937,118.355003357,4.39882993698,126.9640906,37.59243151,493.713012695
V02Q1940857,1.2,14.0,24.9287327873,24.5730561491,24.8116422466,24.7711437277,1047,311750,0,3499625,0,2450,0,223150,1588750,74074300.0,1.05692005157,0.0,61.1689987183,4.7647600174,126.9838569,37.58801836,499.304992676
V02Q1940881,3.2,19.0,27.109837963,25.9990321869,27.208595733,26.7724886276,7715,45450,0,4331275,2575,87550,0,226200,1829300,85493100.0,17.1385993958,5.38179016113,27.8404006958,0.89853900671,127.0030684,37.58027207,500.346008301
V02Q1940843,3.2,18.0,27.7558060304,26.9782679589,27.9874837431,27.5738525775,4517,41675,0,3898925,16650,23875,0,243600,1815575,81897000.0,22.3274002075,3.78005003929,38.0199012756,1.12723994255,126.9859126,37.57893651,501.832000732
V02Q1940822,1.3,10.0,27.4448468661,26.8153490876,27.6133576686,27.2911845408,14691,144100,0,4336350,21350,6600,0,185075,1667875,83029000.0,30.9188995361,7.57158994675,52.5770988464,6.26651000977,126.9577806,37.57542384,504.398010254
V02Q1940797,4.3,18.0,26.3475330688,25.6500452788,26.5583625248,26.1853136241,4210,206150,0,2890600,13850,7925,0,93700,1368350,65414700.0,22.7087993622,2.87484002113,80.6412963867,2.995470047,126.9634322,37.59737666,498.013000488
V02Q1940886,1.2,16.0,28.1687713675,27.3914077974,28.3161345136,27.9587712262,3152,104275,0,3595650,32775,18350,0,242875,1794825,77626700.0,39.6851005554,2.99992990494,43.707698822,5.29132986069,126.9821042,37.58243882,504.0
V02Q1940807,3.2,3.0,28.2124869421,27.5124675248,28.4573256065,28.0607600244,19186,21600,0,4882875,0,187125,0,113500,2322000,93924500.0,48.1707000732,5.66707992554,19.0879993439,0.334167003632,127.020059,37.57311562,500.302001953
V02Q1940687,1.0,20.0,27.9582275132,27.2960069868,28.1000398483,27.7847581161,9471,112450,0,4344625,32900,47375,0,190650,1942500,86286900.0,32.4388999939,3.0505399704,56.6649017334,15.5003995895,127.0057341,37.58117314,496.897003174
V02Q1940827,1.0,10.0,26.9959628951,26.4274399674,27.1540530033,26.8591519553,9142,92225,0,4216000,25650,53825,0,186375,1889100,85916900.0,17.3122005463,3.63752007484,52.7631988525,10.8915996552,127.005815,37.58325045,499.457000732
V02Q1940839,2.1,3.0,28.1868593983,27.4646956824,28.077164903,27.9095733279,3104,39950,0,4421850,7875,235050,0,285000,1831275,85774900.0,41.9266014099,4.53315019608,25.5659999847,0.650089979172,126.9906086,37.57121882,500.553985596
V02Q1940718,3.1,15.0,28.3435909307,27.5949698141,28.0527386811,27.9970998086,8557,15850,0,4628050,10150,125675,0,255550,1850725,86560500.0,42.4271011353,7.23232984543,22.7896003723,1.72511994839,127.0046582,37.57389927,501.436004639
V02Q1940810,3.0,15.0,27.4514032187,26.6624172433,27.6642814092,27.2593672904,15975,10875,0,4771675,34325,76875,0,201100,2140700,89474300.0,48.6441993713,3.36132001877,28.7987003326,3.68746995926,127.0132041,37.57367794,502.571990967
V02Q1940875,3.6,17.0,27.3155915073,26.5647372304,27.3803257275,27.0868848217,16042,124675,2750,4467375,36300,0,0,171550,1978925,87593200.0,40.3301010132,3.68383002281,85.9349975586,6.33674001694,127.009068,37.57852949,508.097991943
