serial_no,height,fold,temp_2023,temp_2022,temp_2021,temp_avg,Pop_500,Green_400,Ag_500,Trans_5000,Resi_100,Comm_400,Ind_1100,Cul_2500,Pub_4700,GFA_5000,BCR,SD_H,Altitude,Slope,Longitude,Latitude,Solar_radi
V02Q1940416,3.5,14.0,27.6875165344,26.8409997179,27.7300927699,27.4195363407,13431,161775,0,5348875,22075,8025,0,105850,1542000,84081400.0,44.5629997253,3.25628995895,29.5105991364,1.6414899826,127.0863736,37.54776822,500.786010742
V02Q1940888,4.3,19.0,28.2031867284,27.042631512,28.3395652033,27.8617944812,25465,0,0,4432700,14000,42325,0,118625,1700550,74923100.0,44.6862983704,3.80238008499,16.0995006561,0.315302997828,127.0819947,37.56307353,498.286010742
V02Q1940860,4.3,12.0,28.634284612,27.9514508929,28.0119046951,28.1992134,28691,7850,0,6085200,49975,14400,0,203850,1637850,95456100.0,43.7294998169,3.23309993744,16.3920001984,0.250382989645,127.0809633,37.5334424,499.432006836
V02Q1940815,4.5,7.0,27.0527987213,26.4444400635,27.0593556058,26.8521981302,15084,139300,0,6222700,13525,4250,0,182000,1624200,100112000.0,0.0,0.0,16.0475006104,1.43658995628,127.0710049,37.52999155,500.800994873
V02Q1940812,1.0,16.0,26.797002866,26.1298540734,26.8507505342,26.5925358245,6179,266200,0,4329850,3200,14550,0,80025,1348350,70970600.0,16.2975006104,8.48528003693,7.90453004837,8.5591802597,127.1104882,37.54983788,499.122009277
V02Q1940779,3.7,16.0,27.1833059456,26.319627849,26.9030735777,26.8020024574,19469,181350,0,5204000,5950,0,0,102700,1446100,83746100.0,0.0,0.0,37.0910987854,3.30124998093,127.0943048,37.54495873,502.890991211
OC3CL200029,4.5,10.0,27.3547790327,26.4156887634,26.9066051271,26.8923576411,20978,26275,0,5750175,27375,43125,0,111425,1541600,90621200.0,37.6147003174,4.25019979477,17.7479000092,0.128179997206,127.0852125,37.53768025,498.50201416
OC3CL200142,4.1,12.0,26.3472240876,24.715438119,26.3642580317,25.8089734128,20852,101525,2125,4401000,0,16125,0,98375,1884150,76632300.0,11.6141004562,0.0,12.5215997696,1.77063000202,127.0771395,37.56718217,498.50201416
OC3CL200143,2.9,3.0,24.3934774228,23.8205587372,25.4176358672,24.5438906757,2380,250775,0,4377500,0,0,0,112600,1531050,74338500.0,7.23696994781,1.73204994202,67.3543014526,9.952460289,127.0960647,37.56233608,498.850006104
V02Q1940046,3.1,11.0,27.3442405203,26.1992320694,27.2250042088,26.9228255995,12101,62150,10575,4329600,35975,30175,26875,22575,963850,76471000.0,42.7202987671,3.40855002403,23.0580997467,1.79103004932,126.8314721,37.49440262,500.979003906
V02Q1940111,4.1,12.0,28.1408079806,27.4893652721,28.2800871428,27.9700867985,16861,85825,0,6379900,14050,70200,51775,124175,1281200,112948000.0,48.099899292,4.24014997482,7.36251020432,0.46167498827,126.8783801,37.50929949,498.996002197
V02Q1940056,3.8,7.0,26.5425440917,26.12342069,26.6422469891,26.4360705903,13206,114475,7775,4422475,11675,8700,26875,54025,944650,76758400.0,45.2892990112,4.58258008957,21.5734996796,2.48775005341,126.8385274,37.48743033,496.12298584
V02Q1940047,3.8,4.0,27.9059799383,26.7914288258,27.6910674202,27.4628253948,13056,0,0,5212150,11450,153575,109700,50975,1157800,96591000.0,47.5005989075,4.28165006638,13.060500145,3.37067008018,126.8893389,37.48214478,499.87399292
V02Q1940050,3.3,4.0,27.1591269841,26.6087713213,27.290795813,27.0195647061,21899,52125,0,5291450,28175,30425,7225,64050,1083800,92382900.0,41.7013015747,5.00815010071,13.519900322,0.307298004627,126.8507733,37.49954171,499.963989258
V02Q1940054,3.8,7.0,27.3764208554,26.6834035409,27.5522330679,27.2040191547,30726,0,0,5334925,26700,24225,0,57575,1034625,89641000.0,36.3087997437,2.6611199379,11.4687995911,0.344170987606,126.8553777,37.49049118,498.984008789
V02Q1940051,3.4,19.0,27.2936320547,26.6361031407,27.4138206315,27.114518609,22095,34575,7625,4998575,29425,43250,0,76400,1014425,83008500.0,44.1113014221,4.14097976685,11.4211997986,1.16612005234,126.8537096,37.48455732,499.335998535
V02Q1940086,3.7,11.0,27.0930522487,26.4007392607,27.1497364672,26.8811759922,18249,41025,0,5524225,5400,111500,24225,70575,1134750,100618000.0,23.0163002014,8.46168041229,13.0938997269,0.609337985516,126.8633107,37.49775403,498.401000977
V02Q1940065,3.7,17.0,27.486513448,26.8394270776,27.721544397,27.3491616408,24068,46375,0,5442650,17925,22150,10875,56725,1212850,102360000.0,32.2540016174,8.85918998718,13.2407999039,2.46221995354,126.8586102,37.50568303,498.518005371
V02Q1940052,3.7,20.0,28.1761199295,27.3904783103,28.2609381745,27.9425121381,26219,0,0,5798200,25800,63750,28250,50100,1234150,105959000.0,43.3483009338,5.83923006058,16.442899704,0.831870019436,126.8896263,37.48718079,498.264007568
V02Q1940044,3.8,16.0,27.7420379189,26.9139974223,27.7781062225,27.4780471879,25276,16300,0,6268850,33425,62575,0,57475,1250500,110899000.0,42.9151992798,8.62234020233,11.9408998489,1.14326000214,126.8891554,37.49183115,499.282012939
V02Q1940083,3.7,15.0,26.7102050265,26.1505793975,26.7564939459,26.5390927899,23306,75600,0,5484225,30775,14075,0,58775,1095175,94444900.0,18.5932006836,35.9620018005,11.9046001434,0.508484005928,126.8607797,37.49137096,498.785003662
V02Q1940073,3.7,18.0,27.5575705467,26.8724600554,27.5746539649,27.3348948557,15842,8275,0,6269025,13275,76950,21050,73350,1269600,109755000.0,39.2937011719,3.05135989189,18.5013999939,1.56778001785,126.8840768,37.49382607,497.723999023
V02Q1940070,3.9,19.0,26.4375507055,25.9027823797,26.1953573124,26.1785634659,8084,146125,7650,3829525,16350,3975,126900,27400,849850,67208600.0,21.9722995758,2.12132000923,30.9997005463,4.30935001373,126.8237121,37.48683268,500.903991699
V02Q1940136,4.2,5.0,27.8032385362,27.2674107374,27.9381633105,27.6696041947,23924,5400,0,5968825,11875,70750,25950,56600,1228100,105381000.0,45.3119010925,2.77746009827,14.3070001602,2.21819996834,126.8848394,37.48946749,498.75
V02Q1940862,3.5,11.0,27.8412929894,27.1005744641,27.9152959463,27.6190544666,24761,0,0,5896175,13075,67575,28975,50225,1223425,105369000.0,45.3119010925,2.77746009827,14.3070001602,0.737263023853,126.8851157,37.48887854,497.632995605
V02Q1940858,4.0,16.0,27.5436143332,27.3392163546,28.075715334,27.652848674,24195,0,0,5790500,25275,45225,42975,50225,1227925,104491000.0,40.9168014526,3.92223000526,15.6259002686,1.51804995537,126.8851381,37.48821616,497.466003418
V02Q1940140,4.4,13.0,27.0976708554,26.5560841628,27.2749483618,26.97623446,21382,35350,0,5304350,15025,33475,7225,74800,1113025,94529700.0,43.1453018188,3.89116001129,16.0149002075,2.2098300457,126.8510405,37.50248471,500.670013428
V02Q1940515,4.2,3.0,27.3340806878,26.7285072952,27.4325152471,27.16503441,21382,44200,0,5300300,14850,35175,7225,74800,1093300,93348200.0,47.626701355,4.34027004242,14.9123001099,1.71061003208,126.8507697,37.50174862,500.739990234
V02Q1940057,3.5,6.0,27.8229270537,25.862737494,27.2328740395,26.9728461957,18392,104650,0,5103675,11725,20450,0,65950,1093450,91228300.0,38.6273002625,4.78449010849,15.7228002548,4.33825016022,126.8451274,37.50526429,500.24899292
OC3CL200193,3.6,7.0,26.5657501102,25.3548898555,26.5318015935,26.1508138531,16257,11500,0,5498100,0,121075,10275,68675,1223475,104562000.0,28.6166000366,8.43208026886,13.9954004288,0.846926987171,126.9014312,37.48482285,498.256011963
V02Q1940428,4.7,13.0,27.8853221239,26.7964404423,27.7859519878,27.4892381847,24362,0,0,4905675,16450,135400,266400,41625,1099025,88375300.0,32.623500824,21.4393005371,18.2292995453,1.20422005653,126.8929078,37.47580636,498.522003174
V02Q1940474,4.5,19.0,27.142029321,26.0780163124,26.9899413806,26.736662338,15429,2150,0,4586900,7275,150700,256875,39925,1030125,79216900.0,22.5569000244,19.1376991272,21.8176002502,2.20089006424,126.8937982,37.46879478,497.12399292
V02Q1940483,3.7,10.0,27.7834931658,27.1197602398,27.8645573485,27.5892702514,26971,16600,0,4186650,34425,15900,6800,41625,1330350,69518500.0,37.8558006287,5.06505012512,53.5843009949,5.70207977295,126.9039678,37.46309492,504.134002686
V02Q1940484,3.6,18.0,27.2605456349,26.8780215541,27.8969547042,27.3451739644,24233,0,0,4408750,22500,39125,88700,45625,1320450,78408000.0,40.801700592,2.75585007668,24.9090003967,2.54661989212,126.9021912,37.46802677,496.864013672
V02Q1940702,3.5,12.0,27.187236552,26.2724504816,27.219115491,26.8929341749,21975,0,0,3884800,19875,80000,0,27100,1119600,59468300.0,22.2756004333,3.01705002785,17.2346992493,1.6565400362,126.904031,37.45335154,500.503997803
V02Q1940699,3.9,6.0,27.0840868776,26.4556679894,27.1745394266,26.9047647646,21179,106550,0,3624200,12950,23400,0,13100,1097200,56839900.0,21.820400238,29.0396003723,35.4662017822,4.88507986069,126.9129044,37.44999331,488.907989502
V02Q1940730,3.3,4.0,26.4051532187,25.8354837369,25.8994849518,26.0467073025,7830,247225,0,3257375,19175,16775,43075,39350,957950,46376400.0,32.1724014282,1.5,38.3305015564,8.61219978333,126.9071726,37.43993479,494.028991699
V02Q1940777,3.5,11.0,26.679497948,25.9885877934,26.5791003518,26.4157286977,25095,59500,0,4021500,39050,9375,0,35750,1283100,65587900.0,39.072101593,4.08866977692,28.7611999512,1.90855002403,126.9059122,37.45887058,500.338989258
V02Q1940641,4.0,20.0,25.65253256,25.2948505121,25.4429795821,25.4634542181,12709,322475,0,3563225,14300,0,0,19825,1071000,52713100.0,25.2721004486,3.14643001556,38.8418006897,4.03646993637,126.9102337,37.44671934,488.516998291
V02Q1940407,3.9,14.0,27.0689627425,26.5446353743,27.1293778328,26.9143253165,18623,86250,0,4296975,5950,21275,20025,34625,918275,64768900.0,10.1546001434,19.0526008606,18.2183990479,1.01173996925,126.8950891,37.45844386,497.958007812
V02Q1940486,3.5,18.0,28.0739019468,27.3876944044,28.2683420386,27.9099794633,13842,13350,0,4586625,2475,60525,255200,44075,940450,75761600.0,18.1629009247,6.84392023087,12.7416000366,0.453875005245,126.890697,37.46670274,498.949005127
V02Q1940479,3.5,4.0,26.4777561328,25.853354327,26.6062789757,26.3124631451,14697,206050,0,4281475,28525,0,8200,40175,1395500,76160400.0,15.9105997086,3.0,62.5887985229,6.04892015457,126.9074964,37.46764732,500.49899292
V02Q1940693,3.7,1.0,27.5041269841,26.7794016246,27.4580787577,27.2472024555,21045,0,0,4079925,18750,68825,6800,23000,1105000,62243200.0,12.0801000595,10.3922996521,24.2828006744,3.08455991745,126.9003178,37.45606838,502.490997314
V02Q1940690,3.3,15.0,27.0301973104,26.4430008437,26.9822091103,26.8184690881,16967,41150,0,3540675,5175,52225,33250,25350,961400,52322800.0,25.0109996796,8.61684036255,39.9432983398,5.68092012405,126.9041242,37.44551467,502.071990967
V02Q1940247,3.5,13.0,27.7403240741,26.9875844757,27.8985211085,27.5421432194,15938,263350,0,4231325,9575,0,0,41750,1401325,75800400.0,15.9105997086,3.0,62.5887985229,5.86929988861,126.9081023,37.46756391,499.632995605
V02Q1940656,2.8,19.0,27.9607627018,27.2489084758,28.0464109887,27.7520273888,20481,0,0,4823600,14250,123875,280950,47450,1089600,85920700.0,30.4442005157,20.4605998993,20.6273994446,1.29714000225,126.8921347,37.47351068,500.808013916
V02Q1940220,2.5,2.0,27.1010030864,27.0381315444,27.6657600578,27.2682982295,23669,155575,0,3582900,19025,13100,0,10950,1074100,55476600.0,35.5344009399,15.3948001862,60.8554992676,7.93740987778,126.9147027,37.44953803,483.148986816
V02Q1940948,1.0,16.0,27.3552039242,26.7562421144,27.2141797246,27.108541921,16622,204850,0,4359750,10000,0,4025,40750,1437750,80820200.0,16.675699234,3.67423009872,44.068901062,4.63296985626,126.907223,37.47007655,497.720001221
V02Q1940495,3.7,17.0,27.3147543583,26.675713592,27.32127849,27.1039154801,18994,161825,0,4483500,5625,3500,182300,39875,901875,69566800.0,1.34810996056,0.0,12.2497997284,1.87549996376,126.8900188,37.46145538,499.266998291
V02Q1940405,4.1,8.0,28.8843360241,27.2313525132,27.9125111925,28.0093999099,15759,2150,0,4549375,10550,95775,264825,39925,1019350,78280600.0,27.2150001526,6.89061021805,13.6092996597,2.05860996246,126.8925761,37.46857802,497.989990234
OC3CL200057,4.5,13.0,27.1781106702,26.476725385,26.7739207243,26.8095855932,12467,0,0,4893750,0,125575,307800,46075,1059025,86566700.0,39.9356002808,16.5874004364,10.4987001419,1.14787995815,126.8874063,37.47468281,498.29699707
V02Q1940266,3.0,15.0,27.937835097,27.1926362912,28.0185781965,27.7163498616,24752,40000,0,4384425,9300,28050,0,157075,1732950,72158000.0,40.8101997375,5.13909006119,18.0967006683,0.784291028976,127.0734884,37.62510077,500.136993408
V02Q1940299,3.2,13.0,27.2042096561,26.452854761,26.9947111068,26.8839251746,23346,31825,0,4329300,12850,7375,4350,168100,1557575,62572100.0,32.6571998596,2.82842993736,28.7304000854,2.25375008583,127.083296,37.62112754,502.854003906
V02Q1940281,3.9,12.0,27.1873017569,26.6032479056,27.2403105305,27.010286731,27535,45825,0,3252750,0,3975,0,86200,1137675,45037600.0,10.0648002625,30.4055995941,24.3999996185,0.084066003561,127.0590435,37.66109165,500.441986084
V02Q1940234,3.8,8.0,27.7214302249,26.6334101932,27.2762054072,27.2103486084,28931,0,0,3618775,25275,47125,0,79250,1284650,46579600.0,35.7788009644,3.59910011292,29.9937992096,0.37434399128,127.0684542,37.65816471,500.535003662
V02Q1940128,3.5,12.0,25.3647034832,24.8872612341,25.285534188,25.1791663018,8207,199150,10200,3191500,9900,7325,0,18675,801975,31417000.0,33.5287017822,0.269322007895,66.7358016968,8.87183952332,127.0818401,37.67410962,504.740997314
V02Q1940146,3.4,12.0,27.2436188272,26.8474749016,27.1832243759,27.0914393682,28593,0,0,3421300,25325,31425,0,60300,1160200,42123500.0,33.077999115,4.36232995987,35.3446998596,0.829200983047,127.0693112,37.66254305,500.230987549
V02Q1940216,3.5,16.0,27.0251951058,26.173519405,27.2165965208,26.8051036772,21166,40550,0,3594175,19500,34325,0,128800,1392800,53412100.0,21.8994998932,5.85540008545,25.3738994598,0.288742989302,127.0640439,37.65197881,500.016998291
V02Q1940075,4.2,10.0,27.1429993386,26.4345193849,27.0760690505,26.884529258,26283,78325,0,2974425,19150,4175,0,43075,1012725,39903500.0,10.5767002106,24.2486991882,25.9713001251,0.0753391981125,127.0534565,37.66738408,499.907989502
V02Q1940238,3.4,13.0,26.7459700176,26.1576132124,26.6910579313,26.5315470538,31277,18500,1400,3275525,0,10475,0,58750,1091400,41844900.0,11.2889995575,0.0,36.8050003052,2.97035002708,127.0633657,37.66475398,500.532989502
V02Q1940290,4.0,11.0,27.3539153439,26.6405758208,27.3570135112,27.1171682253,19253,35475,0,4571500,17400,40550,0,113100,2058750,82443200.0,12.7966995239,14.8355998993,31.4533996582,4.01964998245,127.0624632,37.62054243,499.442993164
V02Q1940291,3.6,13.0,26.8283465608,26.2003869896,26.9324417789,26.6537251098,20713,111925,1050,4434525,4825,18500,0,119025,1886000,76673400.0,0.581571996212,0.0,17.1219997406,1.47058999538,127.0695087,37.62131475,499.598999023
V02Q1940267,3.9,6.0,25.9210361552,25.4365169668,25.9541171329,25.7705567516,25444,85975,2275,4145050,16650,12200,0,110175,1287400,51069700.0,17.4337005615,16.9706001282,41.302898407,1.36688995361,127.0782396,37.65264925,501.946014404
V02Q1940154,3.5,19.0,27.1184689153,26.589535426,27.1114110118,26.9398051177,25023,31625,0,4193000,21375,20150,0,137600,1496925,63462900.0,19.996099472,16.7688999176,26.1940994263,1.11767995358,127.0698698,37.64215881,500.42098999
V02Q1940210,3.8,1.0,26.4611882716,25.9248107063,26.3151820787,26.2337270189,17565,198925,6375,3759700,2625,4925,0,48100,1136200,43458900.0,16.198600769,16.1658000946,56.6609992981,5.82308006287,127.0788592,37.66088375,502.753997803
V02Q1940183,3.8,5.0,26.7323214286,26.2206968032,26.6671948345,26.5400710221,22452,105700,8075,4324175,18525,8175,0,179975,1273875,53324900.0,18.6725006104,4.9617600441,37.7402992249,0.486104011536,127.0811226,37.64774288,498.011993408
V02Q1940132,3.5,16.0,26.8028483245,26.1588816045,25.9937291181,26.318486349,19276,22400,3650,4423575,9125,26350,0,139075,1496775,64286200.0,25.856300354,9.0737695694,30.3882007599,1.04467999935,127.0729861,37.64010401,500.263000488
V02Q1940157,3.7,4.0,27.9551271311,26.3665046296,26.8068074441,27.0428130683,26457,96875,0,4520300,6175,0,0,134875,1721875,75331300.0,0.823305010796,0.0,20.513999939,0.0359793007374,127.0674542,37.63164114,499.984008789
V02Q1940215,3.9,20.0,26.8369218898,26.2062891121,26.7134665836,26.5855591952,25848,36850,0,4463650,30250,18400,0,204450,1594550,66281100.0,37.1151008606,4.18259000778,30.1403007507,1.33018994331,127.0791231,37.6269977,500.210998535
V02Q1940226,3.8,18.0,27.7845502646,26.9242558059,28.2416809117,27.6501623274,24658,10950,0,4537475,2125,56800,0,96250,2014650,82815300.0,24.1972999573,4.77170991898,19.4703006744,0.306216001511,127.0646091,37.61544877,499.692993164
V02Q1940298,3.3,14.0,24.7475462963,24.5930268882,24.383035668,24.5745362842,9010,302450,4800,2774650,0,0,0,59700,811650,33638000.0,9.73225021362,7.93725013733,50.7579994202,3.75552010536,127.0615699,37.67452443,497.778991699
V02Q1940885,3.2,1.0,26.855734127,26.2495963913,26.7742990266,26.6265431816,28584,2200,0,3549325,28575,44900,0,74250,1246100,44593500.0,46.7112998962,3.31630992889,32.5494995117,1.12750005722,127.0685417,37.65989698,501.653991699
V02Q1940950,3.6,19.0,27.5123985891,26.8745149064,27.5798479453,27.3222538136,21697,20825,1050,4357075,23875,35075,0,139425,1766625,71360300.0,46.1867980957,4.03680992126,22.5527992249,2.8674800396,127.0749633,37.62280993,500.290008545
V02Q1940076,3.6,8.0,27.3875055115,26.8108750123,27.426554784,27.2083117692,27330,4825,0,4274775,35825,42900,4350,126925,1745325,68993100.0,30.1497993469,4.83379983902,22.364200592,1.71846997738,127.0774806,37.62202353,501.092987061
V02Q1940150,3.1,2.0,27.0385174162,25.8501388889,26.8800178063,26.5895580371,19428,80700,0,3709800,0,3675,0,159100,1585550,61284700.0,1.85148000717,0.0,22.8507003784,0.42444100976,127.0606867,37.6441667,500.287994385
V02Q1940257,2.9,10.0,27.2292857143,26.7875216874,27.4201134745,27.1456402921,21091,82100,0,3970575,12025,0,0,150175,1668450,67366500.0,4.53939008713,15.6461000443,20.7290992737,0.471664011478,127.0605673,37.6395639,500.180999756
V02Q1940245,3.1,3.0,27.0257848325,26.3743852752,27.1077762669,26.8359821249,21993,48675,0,2757175,25800,25225,0,55475,800200,36239000.0,26.378900528,3.07645988464,25.6091003418,1.33818995953,127.0505972,37.6737242,499.727996826
V02Q1940153,3.6,16.0,24.5953229718,24.264821999,24.1181897501,24.3261115736,839,485700,0,2678650,0,0,0,48575,741025,30374600.0,0.0,0.0,128.350006104,3.94437003136,127.0630595,37.67980645,502.54800415
V02Q1940151,3.6,6.0,26.9135306437,26.5768616954,27.0003184354,26.8302369249,22495,54175,0,2673575,8450,12625,0,51750,787250,32405300.0,15.6836996078,0.0,28.8129997253,1.77393996716,127.0520828,37.67916022,500.615997314
V02Q1940755,0.8,3.0,27.6268992504,26.9935070716,27.7962606298,27.4722223173,29638,4350,0,3584250,27200,37825,0,77300,1270700,45556900.0,43.6803016663,3.59910011292,29.9937992096,0.522569000721,127.0685008,37.65885611,501.12600708
OC3CL200160,4.1,11.0,26.857654321,25.993057994,26.0421999759,26.2976374303,17378,14400,0,3481050,14375,79000,0,105800,1340725,51720600.0,23.4638004303,2.04750990868,24.5158996582,0.166434004903,127.0606327,37.65334887,500.033996582
OC3CL200213,2.9,2.0,25.413151455,24.4953223782,24.6067446751,24.8384061694,12658,159300,2475,2665075,0,0,0,48425,675425,30504900.0,7.10985994339,0.577350020409,32.2414016724,3.07947993279,127.0552843,37.68427838,500.774993896
OC3CL200144,2.9,14.0,26.8060751594,25.9725693597,26.2093650717,26.3293365302,13980,29775,0,4579525,23350,26000,0,91500,2088800,85629300.0,1.1384999752,0.0,17.6175003052,1.16942000389,127.059657,37.61649398,501.381011963
V02Q1940329,3.2,19.0,26.149672619,25.6782467841,26.1730882813,26.0003358948,16635,79575,12075,2625675,24225,14000,0,47150,758200,32315100.0,21.4575004578,3.32079005241,31.9855003357,0.501668989658,127.0445926,37.68050607,500.016998291
V02Q1940264,4.2,3.0,27.4196946649,26.734010858,27.3348129802,27.162839501,18463,35625,0,2797875,10000,51350,0,58600,884750,38647700.0,37.4594993591,3.37087011337,28.5963001251,0.618804991245,127.0451551,37.67118144,499.712005615
V02Q1940334,3.6,7.0,27.4646260684,26.9492869322,27.7455733618,27.3864954541,24637,2050,0,2906325,37775,31225,0,43275,1019325,41308500.0,46.5284004211,4.01227998734,25.7695007324,0.453988999128,127.0400687,37.66563906,499.989990234
V02Q1940203,3.1,18.0,26.5971792328,26.0126926931,26.5271829945,26.3790183068,12300,145725,13600,2725325,45375,0,0,42300,892950,38673800.0,46.2299003601,5.16682004929,37.8927001953,1.94008994102,127.0323156,37.66932206,501.712005615
V02Q1940338,3.6,3.0,26.2402237654,25.5224605564,26.2681586161,26.0102809793,16265,199975,18725,2566750,7725,8125,4175,42800,924075,40561700.0,26.5944004059,0.5016310215,42.9850006104,1.59773004055,127.0234002,37.66090623,501.549987793
V02Q1940320,3.3,6.0,26.7899988977,26.3981704638,26.9620116843,26.7167270153,17044,56925,12175,2683975,34000,12950,0,54475,1102650,48895900.0,41.7585983276,3.53553009033,44.0344009399,3.69229006767,127.0198914,37.64976759,504.264007568
V02Q1940205,0.0,3.0,27.865707672,27.1183620238,27.9531831671,27.6457509543,27389,4275,0,3022125,38125,45625,0,61650,1165950,45419000.0,41.5819015503,4.56369018555,31.7355995178,1.62841999531,127.0379952,37.65946582,499.290008545
V02Q1940342,3.2,10.0,27.3662775573,26.5933640511,27.4393312937,27.1329909674,24500,9075,0,3036950,48575,25700,9525,88850,1333850,55359200.0,35.5567016602,5.46180009842,43.4343986511,2.57746005058,127.0290801,37.64807136,503.390991211
V02Q1940324,3.2,17.0,26.9597696208,26.3558529896,26.997764504,26.7711290381,20727,92550,0,2965200,39650,7475,9525,81175,1288725,51434000.0,35.6885986328,5.46387004852,64.9363021851,4.40237998962,127.0306318,37.65153612,504.036987305
V02Q1940323,3.7,19.0,26.6434656085,26.2988637134,26.6645461945,26.5356251722,20649,46200,7475,3362225,22400,19950,0,99750,1382925,57008300.0,15.6953001022,0.0,24.4456005096,0.879440009594,127.0461124,37.64925173,499.308013916
V02Q1940265,3.5,1.0,27.3665705128,26.5796947034,27.6741707135,27.2068119766,29166,9150,0,3488575,35100,20475,9525,111225,1564975,64658600.0,52.1843986511,3.80200004578,25.4274997711,0.977205991745,127.0350186,37.6395677,500.635986328
V02Q1940242,3.8,6.0,25.8987411817,25.3236680758,25.8548866874,25.6924319816,14862,258150,12025,3618800,10000,13050,9525,103075,1610750,66413100.0,17.5755004883,11.8743000031,41.6619987488,6.16407012939,127.0425843,37.63944037,495.345001221
V02Q1940404,3.7,10.0,27.2654662698,26.7273522696,27.5933492511,27.1953892635,11795,64450,0,3306150,6875,56275,0,84350,1328125,52221000.0,26.2908992767,0.0,24.6200008392,0.574491024017,127.0523294,37.65320724,500.101013184
V02Q1940091,3.0,11.0,27.0259501764,26.4881925174,27.162545406,26.8922293666,29125,17975,0,3103875,24775,21750,0,83800,1263275,48274000.0,25.2709999084,4.46413993835,26.7812004089,0.561950027943,127.0437189,37.656045,500.535003662
V02Q1940331,3.6,11.0,27.6827667549,26.4158272206,27.4646315182,27.1877418312,22402,6075,0,3086600,26675,28975,9525,88475,1334100,53368900.0,52.0742988586,3.93042993546,46.7799987793,3.62800002098,127.0334227,37.65050658,500.654998779
V02Q1940345,3.4,2.0,26.5475705467,26.6357406482,27.3206494431,26.834653546,24021,10225,0,3119000,18500,38925,9525,99800,1365375,56039800.0,43.0499992371,9.12870979309,34.5140991211,2.01882004738,127.0352845,37.64917094,498.911010742
V02Q1940303,3.8,5.0,26.5483840388,26.0679269342,26.5836866529,26.3999992086,8291,104100,20350,2627100,0,32700,0,47600,597350,29799400.0,11.7302999496,0.0,30.8516998291,1.31008005142,127.0467349,37.68923181,497.714996338
V02Q1940846,2.9,14.0,27.6251135362,26.6573226439,27.754078383,27.3455048544,21888,22475,0,3596400,34000,23650,9525,102725,1603700,67183300.0,39.3473014832,3.11420989037,28.2980995178,0.724614977837,127.0390037,37.63739638,500.838989258
V02Q1940799,3.7,1.0,27.4342339065,26.8301658527,28.1967223517,27.4870407036,25520,22475,0,3580900,34000,27600,9525,106050,1603700,66810000.0,37.0801010132,4.52043008804,28.1590003967,0.670585989952,127.038271,37.6378168,500.731994629
V02Q1940135,3.3,13.0,25.8404133598,25.4654164971,25.7009740028,25.6689346199,716,207600,43850,2556175,0,22850,0,47600,527425,28805000.0,3.07332992554,3.27109003067,38.9341011047,2.08422994614,127.0423735,37.69099122,498.864013672
V02Q1940390,3.5,5.0,27.1725165344,26.6630970341,27.4152770493,27.083630206,19240,18625,0,3164825,0,65525,0,84025,1274725,50101100.0,25.1674003601,0.0,25.3567008972,0.56983602047,127.047743,37.65472878,500.567993164
V02Q1940325,3.8,13.0,25.7317173721,25.3288100249,25.5789553117,25.5464942362,5487,155450,40400,2589325,5800,34625,0,47600,604925,29490400.0,4.54024982452,2.47486996651,45.3275985718,2.86648988724,127.0418795,37.68923847,495.598999023
V02Q1940665,2.8,12.0,27.2868860229,26.6542861382,27.4904411098,27.1438710903,32203,7425,0,3479475,22400,28700,9525,113775,1556575,64020000.0,48.040599823,7.45485019684,29.8040008545,0.975149989128,127.0354904,37.64068341,502.17401123
V02Q1940889,3.7,13.0,27.9017548501,27.2023349953,27.9951000389,27.6997299614,30326,5650,0,3519975,29500,28700,9525,104225,1543400,64619200.0,52.1843986511,7.45485019684,29.8040008545,0.992139995098,127.0360107,37.63994636,501.764007568
V02Q1940783,3.0,13.0,27.142074515,26.5090290497,27.1520340154,26.9343791933,27898,17450,4050,3560675,22750,31175,9525,104225,1544800,65931000.0,45.5800018311,3.23656988144,29.1238994598,0.91519099474,127.0380532,37.6396453,501.118988037
V02Q1940752,0.4,20.0,26.4839494302,26.1793769502,26.8539191595,26.5057485133,24128,167350,0,2940800,0,4500,4175,53750,1221875,49095600.0,6.84975004196,0.0,65.9951019287,5.48403978348,127.0292282,37.65416617,495.089996338
OC3CL200128,3.5,9.0,24.8462643298,24.4767126238,25.2277588384,24.850245264,11679,118275,1300,2700500,34425,26900,0,56075,795100,35503600.0,25.5160007477,3.05900001526,40.1652984619,2.5442700386,127.0426672,37.67501401,501.679992676
OC3CL200125,3.0,3.0,27.2045723104,26.3860609067,25.9611599569,26.5172643913,20813,47000,0,3070300,9000,13800,0,64850,1085600,42570900.0,22.966299057,3.03314995766,24.7803001404,0.18685400486,127.0486212,37.66369367,500.266998291
OC3CL200124,3.5,20.0,24.9690002205,24.5599513141,24.9383542152,24.8224352499,25808,73925,0,3022325,24825,9550,0,73400,1264700,50405100.0,0.0,5.19614982605,52.7725982666,4.48758983612,127.0335584,37.65373165,497.817993164
OC3CL200063,3.2,17.0,26.6676212522,24.9677867657,26.0007496439,25.8787192206,26607,4275,0,2963050,31300,38925,4175,46500,1100775,43845200.0,17.1467990875,5.67358016968,30.1044006348,0.862439990044,127.0363947,37.66113377,497.804992676
